Row_Number,Tweet_Num,Tweet,tokenized_cleaned
900,961,"“Canada has become the first wealthy nation in the world to fully legalize marijuana” 
🌬💚
#legalization #canada… https://t.co/aMo16faVWF",canada become first wealthy nation world fully legalize marijuana legalization https
901,556,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",justicecanadaen today bill become law first change canada impaired driving laws generation
902,407,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",canborder even though cannabis legal regulated canada near future still able bring
903,1057,"RT @ygreck: Loi adoptée #polcan #polQC #AssNat #LegaliseCannabis @JustinTrudeau 
https://t.co/tYzhhRsCgy https://t.co/uOto9SyCr6",ygreck loi adoptée polcan polqc assnat legalisecannabis justintrudeau https https
904,684,@VICE #GMIWH host @pot_handbook weighs in on #Canada upcoming #Marijuana #Legalization. 12 #Podcast guests in total… https://t.co/Aso9Z5NNUX,vice gmiwh host weighs canada upcoming marijuana legalization podcast guests https
905,953,"Canada legalises #MarijuanaDecriminalization

Why ? 

Coz it’s #UdtaPunjab there 😂

@capt_amarinder",canada legalises marijuanadecriminalization coz udtapunjab
906,527,"Everyone freaking about about #C46 , while I agree it is not well implemented, let me ask you this :

Have you been… https://t.co/zPj85gwiLi",everyone freaking agree well implemented let ask https
907,326,"RT @FNGhadaki: COO of @Aurora_MMJ, @CamBattley, shared some thoughts on #cannabis in #Canada:
- victory of #legalization
- need for an amne…",fnghadaki coo cambattley shared thoughts cannabis canada victory legalization need
908,11,Thank you @sabrinarmf and @yvrscreenscene for this piece about #BudEmpire! Airing Tuesdays on @HistoryTVCanada 10pm… https://t.co/cBzJhaWbDg,thank sabrinarmf yvrscreenscene piece budempire airing tuesdays historytvcanada https
909,549,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",justicecanadaen today bill become law first change canada impaired driving laws generation
910,476,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",justicecanadaen today bill become law first change canada impaired driving laws generation
911,1039,"RT @ygreck: Loi adoptée #polcan #polQC #AssNat #LegaliseCannabis @JustinTrudeau 
https://t.co/tYzhhRsCgy https://t.co/uOto9SyCr6",ygreck loi adoptée polcan polqc assnat legalisecannabis justintrudeau https https
912,9,"Especially impressed with Ella from @spikedonline on #bbcqt
Her views on the #NHS and #CannabisAct are spot on.",especially impressed ella spikedonline bbcqt views nhs cannabisact spot
913,813,"RT @DonDavies: This week Parliament passed #C45. This bill will positively change 100 years of legal, social &amp; economic attitudes toward #c…",dondavies week parliament passed bill positively change years legal social amp economic attitudes toward
914,939,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,iliveasnatalie professional within construction industry concerned legalization marijuana affect
915,332,I bet Canada does Pass Pass Puff. #JustAThought #Legalization,bet canada pass pass puff justathought legalization
916,200,"#BigPharma #Druglord #Trudope states his new ""#Cannabis #Recreational #Regime"" will start Oct 17/18, which is an… https://t.co/S7yv4VyhLj",bigpharma druglord trudope states new cannabis recreational regime start oct https
917,807,RT @_deepakanand: Happening on June 26th @CityofVancouver : Amendments to Zoning and Development By-law and Licence By-law to Align with th…,happening june cityofvancouver amendments zoning development licence align
918,141,"Canada ended 95 years of Cannabis prohibition Tuesday, passing landmark legislation – Bill C-45 – that lays the gro… https://t.co/r6ARxjCtn5",canada ended years cannabis prohibition tuesday passing landmark legislation bill lays https
919,630,"RT @SionanNW12: WEED ON WHEELS: Medford city council debates if you can get pot delivered to your home.  
https://t.co/cO6nBOoi7h #pot #wee…",weed wheels medford city council debates get pot delivered home https pot
920,507,Many people including @maddcanada and individual chapters have been fighting for years to help pass this legislatio… https://t.co/AwdOOnMp0Q,many people including maddcanada individual chapters fighting years help pass https
921,940,RT @420x_Life: #420X @420x_Life true dedication is what #Cannabis Cultivators have. it's not only about the money it's all about the actual…,true dedication cannabis cultivators money
922,339,RT @ChristyandFras: Marijuana will be legal in Canada on October 17th. #legalization #CannabisAct https://t.co/sCmXmcoN6G,christyandfras marijuana legal canada october legalization cannabisact https
923,780,RT @TweeterReynolds: Will the #cannabis question at last come up on @bbcquestiontime? #bbcqt #EndOurPain #breakthetaboo https://t.co/kjjc0a…,tweeterreynolds cannabis question last come bbcquestiontime bbcqt endourpain breakthetaboo https
924,336,"RT @CannaBizSocial: Lisa Campbell, @qnp is the Cannabis Portfolio Specialist at Lifford Wine &amp; Spirits, helping Canadian #cannabis companie…",cannabizsocial lisa campbell qnp cannabis portfolio specialist lifford wine amp spirits helping canadian cannabis
925,84,La plus grande installation intérieure de culture de cannabis à des fins médicales au Québec se trouvera dans Brome… https://t.co/og7Nd7MGO2,plus grande installation intérieure culture cannabis des fins médicales québec trouvera dans https
926,691,RT @WeedMafiaClub: 😂 😂 😂 😂 😂 #cannabis #marijuana #weed @WeedMafiaClub https://t.co/XVUGfacA8t,weedmafiaclub cannabis marijuana weed weedmafiaclub https
927,478,"RT @WillontheRadio: @jazfor @JusticeCanadaEN #C46 makes anyone, who smoked marijuana within 30 days, a criminal.. for driving.  

THC in yo…",willontheradio jazfor justicecanadaen makes anyone smoked marijuana within days driving thc
928,220,RT @SenateCA: Bill #C45 has received Royal Assent:  https://t.co/SHR9GLJrX0 #SenCA #cdnpoli https://t.co/zFxIRiF5iC,senateca bill received royal assent https senca cdnpoli https
929,146,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,iliveasnatalie professional within construction industry concerned legalization marijuana affect
930,802,#DankMemes #Cannabis #Potcoin https://t.co/C7rAYsHe7C,dankmemes cannabis potcoin https
931,425,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",canborder even though cannabis legal regulated canada near future still able bring
932,372,RT @BClarahan: Thanks to Trudeau new pot bill all Canada people that don't smoke pot have to suffer through stricter DUI laws and increased…,bclarahan thanks trudeau new pot bill canada people smoke pot suffer stricter dui laws
933,543,RT @MinJusticeEn: We’ve worked hard to make Canada’s roads safer for everyone. I’m happy to announce that #C46 has now become law. The chan…,minjusticeen worked hard make canada roads safer everyone happy announce become law
934,329,"RT @LRLaverdeHansen: One of my biggest concerns re: the #legalization of #marijuana, or #cannabis products. You’ve heard of Big Tobacco? Ge…",lrlaverdehansen one biggest concerns legalization marijuana cannabis products heard big tobacco
935,75,RT @HIGH_TIMES_Mag: Yesterday Canada legalized recreational cannabis! Here's what you need to know about Canada’s Cannabis Act. https://t.c…,yesterday canada legalized recreational cannabis need know canada cannabis act https
936,864,"RT @aakuraj: Canada legalises #MarijuanaDecriminalization

Why ? 

Coz it’s #UdtaPunjab there 😂

@capt_amarinder",aakuraj canada legalises marijuanadecriminalization coz udtapunjab
937,112,"Pleased to see #billC45, read why this is so impt to the insurance industry here- https://t.co/KNzPxjCrvv… https://t.co/F2dpFKg9Ul",pleased see read impt insurance industry https https
938,262,"RT @mandymcknight: Cannabis becomes legal in Canada on October 17, 2018. This also happens to be the 50th birthday of @ziggymarley the son…",mandymcknight cannabis becomes legal canada october also happens birthday ziggymarley
939,460,"RT @GovCanHealth: .@CDNMinHealth, Minister of @Safety_Canada and Minister of @JusticeCanadaEN are pleased to announce that Bill #C45 has pa…",govcanhealth cdnminhealth minister minister justicecanadaen pleased announce bill
940,877,"RT @MontereyBud: #TexasRepublicans , apparently, are ready to discuss #MarijuanaDecriminalization #IndustrialHempCultivation and marijuana’…",montereybud texasrepublicans apparently ready discuss marijuanadecriminalization industrialhempcultivation marijuana
941,223,"RT @HoCChamber: .@HoCSpeaker informed the #HoC that Royal Assent was given to Bills #C66, #C74, #C211, #C309, #S210, #C45, #C80, #C24, #S21…",hocchamber hocspeaker informed hoc royal assent given bills
942,894,#Flames premature in #MarijuanaDecriminalization https://t.co/JdE0Obzobz,flames premature marijuanadecriminalization https
943,799,RT @GovCanHealth: Check out the #TopTen things you need to know about the legalization and regulation of #cannabis in Canada. #C45 #Cannabi…,govcanhealth check topten things need know legalization regulation cannabis canada
944,110,"RT @Zenabis: Mark your calendars! October 17th, 2018 will be the first official day that recreational #cannabis will be legalized in Canada…",zenabis mark calendars october first official day recreational cannabis legalized
945,641,"RT The #Trudeau government initially aimed to have #pot legal by the summer, https://t.co/XyNBqTCXW9 The government… https://t.co/vPDxyxWsAn",trudeau government initially aimed pot legal summer https https
946,72,"RT @GovCanHealth: Bill #C45, Canada’s new #CannabisAct has passed in the Senate. On coming into force, Canadians aged 18 or 19 (depending o…",govcanhealth bill canada new cannabisact passed senate coming force canadians aged depending
947,848,RT @HiDesertHealing: #420Facts - New to #marijuana edibles and unsure about your ‘right dose’? Always remember to “Start Low &amp; Go Slow” wit…,hideserthealing new marijuana edibles unsure right dose always remember start low amp slow
948,32,"RT @drex: Tonight on #TheShiftWithDrex. We chat #CannabisAct, and the current laws around Cannabis &amp; driving, and where they could be going…",drex tonight theshiftwithdrex chat cannabisact current laws around cannabis amp driving could
949,552,"RT JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in… https://t.co/TJ62BeM9kD",justicecanadaen today bill become law first change canada impaired driving laws https
950,284,RT @GPTaylorMRD: It’s official! The Cannabis Act has received Royal Assent and is now law. Cannabis will become legal in Canada on October…,gptaylormrd official cannabis act received royal assent law cannabis become legal canada
951,724,"RT @daviddinenberg: Come on @ChuckGrassley WTF,
Let’s see if it passes on its merit. #Republican Sen. Grassley is not planning or consideri…",daviddinenberg come chuckgrassley wtf let see passes merit republican grassley planning
952,551,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",justicecanadaen today bill become law first change canada impaired driving laws generation
953,484,"@MzBlack @adam_greenblatt There are still patients out there who can't access or afford  #MedicalCannabis, and many… https://t.co/FHgBGvxhLe",mzblack still patients access afford medicalcannabis https
954,59,RT @GovCanHealth: Check out the #TopTen things you need to know about the legalization and regulation of #cannabis in Canada. #C45 #Cannabi…,govcanhealth check topten things need know legalization regulation cannabis canada
955,958,"RT @VA3WZW: “Canada has become the first wealthy nation in the world to fully legalize marijuana” 
🌬💚
#legalization #canada #MarijuanaDecri…",canada become first wealthy nation world fully legalize marijuana legalization canada
956,174,RT @PiccoloHeathLLP: It’s the Law – Canada Comes Out of the Weeds.  Read our PH Report from @CindyIngramLLB about yesterday's passing of #B…,piccoloheathllp law canada comes weeds read report cindyingramllb yesterday passing
957,979,"RT @ygreck: Loi adoptée #polcan #polQC #AssNat #LegaliseCannabis @JustinTrudeau 
https://t.co/tYzhhRsCgy https://t.co/uOto9SyCr6",ygreck loi adoptée polcan polqc assnat legalisecannabis justintrudeau https https
958,165,Recreational use of #Marijuana is legal and comes into affect Oct. 17th and @JodieEmery joins @anthonyfurey to weig… https://t.co/4VISgziNB0,recreational use marijuana legal comes affect jodieemery joins anthonyfurey https
959,142,VIDEO: What Passing of Bill C-45 means for Valens GroWorks Corp @ValensGroWorks (CNSX:VGW) https://t.co/y7p9Nc1kUL… https://t.co/tazS4wcugr,video passing bill means valens groworks corp valensgroworks cnsx vgw https https
960,382,"be proud, Canada! 🇨🇦 #legalization #420 #oct17",proud canada legalization
961,186,"@PhilipAuthier It could be an election issue here, with the party that promises to amend the law -- and give Quebec… https://t.co/oC36ri8qKL",philipauthier could election issue party promises amend law give https
962,906,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,iliveasnatalie professional within construction industry concerned legalization marijuana affect
963,936,Thank God!  Security &amp; Safety finally come up in #MarijuanaDecriminalization #construction.  Just had this discussi… https://t.co/39nBeQ6pWD,thank god security amp safety finally come marijuanadecriminalization construction https
964,989,RT @ScotlandsTalkIn: On #ScotlandsTalkIn on Sunday morning tell us what you think of calls to drop the war on #drugs and #LegaliseCannabis?…,scotlandstalkin scotlandstalkin sunday morning tell think calls drop war drugs legalisecannabis
965,438,"Matthew: DON'T take weed with you when leaving the country, even after it's legalized here (and even if you're goin… https://t.co/DFLMEIJjOs",matthew take weed leaving country even legalized even https
966,485,"RT @ConversationCA: #Cannabis and #alcohol have different effects on the #brain: Drunk drivers tend to drive faster, whereas high drivers t…",conversationca cannabis alcohol different effects brain drunk drivers tend drive faster whereas high drivers
967,1029,"RT @ygreck: Loi adoptée #polcan #polQC #AssNat #LegaliseCannabis @JustinTrudeau 
https://t.co/tYzhhRsCgy https://t.co/uOto9SyCr6",ygreck loi adoptée polcan polqc assnat legalisecannabis justintrudeau https https
968,473,"Cannabis in Canada is a joke 
@BillBlair @StephanieKusie 
@SenateCA @JusticeCanadaEN @SCC_eng @SCC_CSC… https://t.co/JJKqCRQTkp",cannabis canada joke billblair stephaniekusie senateca justicecanadaen https
969,536,RT @Puglaas: Pleased to see #C45 and #C46 receive Royal Assent. These Bills represent historic law reform built on evidence-based policy fo…,puglaas pleased see receive royal assent bills represent historic law reform built policy
970,811,"RT @GoodPeopleBurn2: To show #thanks to our #supporters, we are holding monthly #contest starting now! Win #TheHotBox!! #cannabis #win http…",show thanks supporters holding monthly contest starting win thehotbox cannabis win
971,213,RT @Puglaas: Pleased to see #C45 and #C46 receive Royal Assent. These Bills represent historic law reform built on evidence-based policy fo…,puglaas pleased see receive royal assent bills represent historic law reform built policy
972,470,Looks like @SenateCA has approved #C45! That means the Cannabis Act will proceed as we await the Proclamation Date… https://t.co/vzAh8v6LQe,looks like senateca approved means cannabis act proceed await proclamation https
973,205,"RT @DonDavies: This week Parliament passed #C45. This bill will positively change 100 years of legal, social &amp; economic attitudes toward #c…",dondavies week parliament passed bill positively change years legal social amp economic attitudes toward
974,490,"RT @ConversationCA: #Cannabis and #alcohol have different effects on the #brain: Drunk drivers tend to drive faster, whereas high drivers t…",conversationca cannabis alcohol different effects brain drunk drivers tend drive faster whereas high drivers
975,181,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,iliveasnatalie professional within construction industry concerned legalization marijuana affect
976,745,"More Banks Working With #Marijuana Businesses, Despite Federal Moves via @forbes https://t.co/vRLfAg96Bb #cannabiz",banks working marijuana businesses despite federal moves via forbes https cannabiz
977,938,Congratulations Canada on your #MarijuanaDecriminalization over to Kenya now,congratulations canada marijuanadecriminalization kenya
978,664,#CONGRADULATIONS 🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍#LEGALIZE #MARIJUANA #MARIJUANANEWS https://t.co/yX3wuusSne,congradulations legalize marijuana marijuananews https
979,294,"@nationalpost So basically ... it appears, after reading this article ... that it would be perfectly OK if a surgeo… https://t.co/Q8NQimQtr5",nationalpost basically appears reading article would perfectly https
980,651,EXCLUSIVE: Legalized weed in New Jersey isn't happening right now. The Bill in the Legislature is DOA. #marijuana… https://t.co/Nw81cIKTvO,exclusive legalized weed new jersey happening right bill legislature doa https
981,547,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",justicecanadaen today bill become law first change canada impaired driving laws generation
982,716,Canada Legalizes Recreational Marijuana  #Marijuana https://t.co/TwaBUQsvlF,canada legalizes recreational marijuana marijuana https
983,1048,RT @guidolonghitano: A big step forward to reduce drug-related crime #LegaliseCannabis https://t.co/rjSGAAsTxu,guidolonghitano big step forward reduce crime legalisecannabis https
984,655,RT @MoneyInPolitics: Guess what? We have a marijuana growers/sales industry code! See who's passing around their campaign cash: https://t.c…,moneyinpolitics guess marijuana industry code see passing around campaign cash https
985,615,"@dabadolabs I got Bolt Pro Kit from Dabado 6mo ago. After 2nd repair, they won’t service it anymore. Asking me to b… https://t.co/GoE5usxlgs",dabadolabs got bolt pro kit dabado ago repair service anymore asking https
986,498,RT @MinJusticeEn: We’ve worked hard to make Canada’s roads safer for everyone. I’m happy to announce that #C46 has now become law. The chan…,minjusticeen worked hard make canada roads safer everyone happy announce become law
987,842,"Canada approves recreational use of marijuana https://t.co/OpDeQ998SC
#canada #cannabis #canadacannabis… https://t.co/Wx3SF4I1Hs",canada approves recreational use marijuana https canada cannabis https
988,474,We are hyped as can be to be running a VERY very great #interview with celebrated @IntlCBC #keynotespeaker… https://t.co/HovIdAEFSZ,hyped running great interview celebrated intlcbc https
989,740,I wonder if @abcadelaide understands that the main reason #Canada is legalising #cannabis is to keep it away from c… https://t.co/W9kpRhAob3,wonder abcadelaide understands main reason canada legalising cannabis keep away https
990,751,What #Pot #Marijuana #MJ #Legalization in #Canada Means for the #UnitedStates.https://t.co/5aQ1EO4Gyf via @RollingStone,pot marijuana legalization canada means via rollingstone
991,362,RT @TheGreenDailyy: Well it’s official #Canada Trudeau announces Oct 17 2018 as the official date of #legalization of #cannabis. #StayCrisp…,thegreendailyy well official canada trudeau announces oct official date legalization cannabis
992,822,RT @NICHECanada: #Nunavut was the last jurisdiction in Canada to pass #cannabis legislation. Two changes were made from how it was original…,nichecanada nunavut last jurisdiction canada pass cannabis legislation two changes made
993,106,"an answer to this question today @GlobalEdmonton 

""Is there a marijuana high equivalent to alcohol's .08?""

#yeg #BillC45 #CannabisAct",answer question today globaledmonton marijuana high equivalent alcohol yeg cannabisact
994,199,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,iliveasnatalie professional within construction industry concerned legalization marijuana affect
995,521,"It's probably wrong and would need a lot of R&amp;D, but this may be a way to measure acute cannabis impairment without… https://t.co/ZbS2Hc4a5n",probably wrong would need lot amp may way measure acute cannabis impairment https
996,25,"RT @vineshpratap: an answer to this question today @GlobalEdmonton 

""Is there a marijuana high equivalent to alcohol's .08?""

#yeg #BillC4…",vineshpratap answer question today globaledmonton marijuana high equivalent alcohol yeg
997,555,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",justicecanadaen today bill become law first change canada impaired driving laws generation
998,642,@nytimes #editorial:  #NewYork’s Small Step on #marijuana Isn’t Enough #marijuananews #MarijuanaDecriminalization… https://t.co/YpeNATRzUR,nytimes editorial newyork small step marijuana enough marijuananews https
999,714,US Cannabis Companies Call on Canada to Cultivate Capital https://t.co/YNNl3WO20X #Cannabis #Marijuana #BloomTHC,cannabis companies call canada cultivate capital https cannabis marijuana bloomthc
1000,341,"RT @KirkTousaw: I understand and have often commented on the many ways the Cannabis Act is flawed and too restrictive. 

But it still repre…",kirktousaw understand often commented many ways cannabis act flawed restrictive still
1001,570,"RT @HoCChamber: .@HoCSpeaker informed the #HoC that Royal Assent was given to Bills #C66, #C74, #C211, #C309, #S210, #C45, #C80, #C24, #S21…",hocchamber hocspeaker informed hoc royal assent given bills
1002,120,Canadians have reached a new milestone! Prime Minister Justin Trudeau says cannabis will be legal in Canada on Octo… https://t.co/IKXcJiWFrH,canadians reached new milestone prime minister justin trudeau says cannabis legal canada https
1003,827,We've got some very enthusiastic #marijuana #Decrim supporters here in #CLE. Come by the Beach House and sign our… https://t.co/QxpozMloeB,got enthusiastic marijuana decrim supporters cle come beach house sign https
1004,449,"RT @GovCanHealth: .@CDNMinHealth, Minister of @Safety_Canada and Minister of @JusticeCanadaEN are pleased to announce that Bill #C45 has pa…",govcanhealth cdnminhealth minister minister justicecanadaen pleased announce bill
1005,287,"RT @DonDavies: This week Parliament passed #C45. This bill will positively change 100 years of legal, social &amp; economic attitudes toward #c…",dondavies week parliament passed bill positively change years legal social amp economic attitudes toward
1006,47,"$ACB $ACB.to

Aurora Cannabis (@Aurora_MMJ) Welcomes Royal Assent of Canada's #CannabisAct

https://t.co/R9Jrpp1V9Y… https://t.co/O49xkjYxcA",acb aurora cannabis welcomes royal assent canada cannabisact https https
1007,814,RT @TheWeedsmen420: The Weedsmen Potcast Nugget 191: Space Octopus https://t.co/FymHfVi8iC #podcast #weed #cannabis #humor #geek #detroit #…,weedsmen potcast nugget space octopus https podcast weed cannabis humor geek detroit
1008,987,So just a quick idea...I did a rough presentation a few years back on the legalisation of cannabis...besides all th… https://t.co/iuj64VnMNP,quick idea rough presentation years back legalisation cannabis besides https
1009,810,"RT @GoodPeopleBurn2: To show #thanks to our #supporters, we are holding monthly #contest starting now! Win #TheHotBox!! #cannabis #win http…",show thanks supporters holding monthly contest starting win thehotbox cannabis win
1010,969,#bbcqt Absolutely we should legalise cannabis. Alcohol is more harmful and we’d save the public purse money on poli… https://t.co/6YGxykVFWj,bbcqt absolutely legalise cannabis alcohol harmful save public purse money https
1011,52,"RT @Zenabis: Mark your calendars! October 17th, 2018 will be the first official day that recreational #cannabis will be legalized in Canada…",zenabis mark calendars october first official day recreational cannabis legalized
1012,855,"RT @sqwabb: The #PublicRelations people around @JustinTrudeau should pull up their socks.

Shouldn't the official date for legal #Cannabis…",sqwabb publicrelations people around justintrudeau pull socks official date legal
1013,2,Let's all get baked and wait for our neighbours to the south to chill the f*ck out.… https://t.co/VBMR5hUZ4q,let get baked wait neighbours south chill https
1014,708,"RT @JimHarris: More than 300,000 Canadians have prescriptions for medical marijuana today: Cam Battley, Chief Corporate Officer, Aurora Can…",jimharris canadians prescriptions medical marijuana today cam battley chief corporate officer aurora
1015,951,"RT @MontereyBud: #TexasRepublicans , apparently, are ready to discuss #MarijuanaDecriminalization #IndustrialHempCultivation and marijuana’…",montereybud texasrepublicans apparently ready discuss marijuanadecriminalization industrialhempcultivation marijuana
1016,457,"RT @GovCanHealth: .@CDNMinHealth, Minister of @Safety_Canada and Minister of @JusticeCanadaEN are pleased to announce that Bill #C45 has pa…",govcanhealth cdnminhealth minister minister justicecanadaen pleased announce bill
1017,557,RT @MinJusticeEn: We’ve worked hard to make Canada’s roads safer for everyone. I’m happy to announce that #C46 has now become law. The chan…,minjusticeen worked hard make canada roads safer everyone happy announce become law
1018,56,"Legalization &amp; Risks: Doctors Reminding Public
 That Health Effects of Cannabis Use Are Real… https://t.co/KxkAdqZ4qh",legalization amp risks doctors reminding public health effects cannabis use https
1019,178,Conservative MP @ErinOTooleMP joins @anthonyfurey for his thoughts on the passing of #BillC45 and what it means for… https://t.co/6SUShUO5Mu,conservative erinotoolemp joins anthonyfurey thoughts passing means https
1020,78,"RT @peterk88: discover END PLAY WINNING BLACKJACK/free now...
...deck penetration IS the secret sauce 

#ARGCRO  #IRAESP  #FifaWorldCup18…",discover end play winning deck penetration secret sauce argcro iraesp
1021,804,"VOOST™ Fortified E-Liquids.
For The Active Vape Enthusiast https://t.co/21q0iH5hCO 
#vitamins #ejuice #eliquids… https://t.co/jqLSZYXLHt",fortified active vape enthusiast https vitamins ejuice https
1022,140,"RT @Zenabis: History has been made today! The Senate has passed #BillC45 in a 52-29-2 vote, officially approving adult-use, recreational #c…",zenabis history made today senate passed vote officially approving recreational
1023,532,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",justicecanadaen today bill become law first change canada impaired driving laws generation
1024,1043,"RT @ygreck: Loi adoptée #polcan #polQC #AssNat #LegaliseCannabis @JustinTrudeau 
https://t.co/tYzhhRsCgy https://t.co/uOto9SyCr6",ygreck loi adoptée polcan polqc assnat legalisecannabis justintrudeau https https
1025,360,"RT @FEARCastJ: Rejoice, my fellow Canadians! The time is drawing near! #madeincanada #Canada
#WednesdayWisdom #BoycottUSA #legalization @FY…",fearcastj rejoice fellow canadians time drawing near madeincanada canada wednesdaywisdom boycottusa legalization
1026,870,#Canadian PM @JustinTrudeau has set an #Official date and #Canada will soon be the largest country in the world wit… https://t.co/pjkEUtmM0V,canadian justintrudeau set official date canada soon largest country world https
1027,276,"RT @JodieEmery: The work's not done yet: legal pot advocate

“Pot advocate Jodie Emery says the vote may be historic, but for lawyers, civi…",jodieemery work done yet legal pot advocate pot advocate jodie emery says vote may historic lawyers
1028,378,Thanks to Trudeau new pot bill all Canada people that don't smoke pot have to suffer through stricter DUI laws and… https://t.co/n6O8Y96Qc4,thanks trudeau new pot bill canada people smoke pot suffer stricter dui laws https
1029,670,RT @robinlauri: Legalizing cannabis seems to be insanely lucrative and it obviously prevents criminals from selling to minors. Next up is C…,robinlauri legalizing cannabis seems insanely lucrative obviously prevents criminals selling minors next
1030,418,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",canborder even though cannabis legal regulated canada near future still able bring
1031,458,"RT @GovCanHealth: .@CDNMinHealth, Minister of @Safety_Canada and Minister of @JusticeCanadaEN are pleased to announce that Bill #C45 has pa…",govcanhealth cdnminhealth minister minister justicecanadaen pleased announce bill
1032,391,Good to know we have progressive leadership like @JustinTrudeau ... in October cannabis will be legal in the entire… https://t.co/iVmEVyXH87,good know progressive leadership like justintrudeau october cannabis legal https
1033,384,At least #FakeNews got something right with #legalization !! Canadians now lots more laws for the price of being al… https://t.co/7l8dKnIzru,least fakenews got something right legalization canadians lots laws price https
1034,36,"RT @drex: Tonight on #TheShiftWithDrex. We chat #CannabisAct, and the current laws around Cannabis &amp; driving, and where they could be going…",drex tonight theshiftwithdrex chat cannabisact current laws around cannabis amp driving could
1035,250,"RT @DonDavies: This week Parliament passed #C45. This bill will positively change 100 years of legal, social &amp; economic attitudes toward #c…",dondavies week parliament passed bill positively change years legal social amp economic attitudes toward
1036,154,"On Tuesday, the Senate passed #BillC45 and yesterday PM @JustinTrudeau announced that marijuana will be legal in… https://t.co/23nVDH9IXU",tuesday senate passed yesterday justintrudeau announced marijuana legal https
1037,153,"RT @StefOstrander: Thank you, to all of you, that made this happen
We Will Rock The World By Changing It!
#BillC45 #C45 #legalization #cann…",stefostrander thank made happen rock world changing legalization
1038,843,Bud tender cover letter template https://t.co/K79Ob12RYB #cannabis #training,bud tender cover letter template https cannabis training
1039,171,"RT @ArmandConant: To be clear, as of October 17, 2018, all adult Canadians will have legal access to cannabis for recreational use. Time wi…",armandconant clear october adult canadians legal access cannabis recreational use time
1040,888,RT @TimWBEN: #MarijuanaDecriminalization on the #podcast 930in716 - https://t.co/FaUxmeJudo,timwben marijuanadecriminalization podcast https
1041,1000,"RT @SolidarityScot: Cannabis should be completely legalised.

Legalise, regulate and tax it! Stop the stupid 'War on Drugs'.

#LegaliseCann…",solidarityscot cannabis completely legalised legalise regulate tax stop stupid drugs
1042,866,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,iliveasnatalie professional within construction industry concerned legalization marijuana affect
1043,836,RT @420StonerCorner: https://t.co/0pMgyhJBi9 #mmj #thc #weed #hemp #cannabis #seeds #cbd Very few strains compare to GREEN CRACK for it's e…,https mmj thc weed hemp cannabis seeds cbd strains compare green crack
1044,494,RT @lawyersdailyca: Random breath testing coming to Canada Dec. 18; counsel foresee Charter attacks ‘very early on’ https://t.co/v1wjSXBoik…,lawyersdailyca random breath testing coming canada counsel foresee charter attacks early https
1045,1018,"RT @ygreck: Loi adoptée #polcan #polQC #AssNat #LegaliseCannabis @JustinTrudeau 
https://t.co/tYzhhRsCgy https://t.co/uOto9SyCr6",ygreck loi adoptée polcan polqc assnat legalisecannabis justintrudeau https https
1046,554,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",justicecanadaen today bill become law first change canada impaired driving laws generation
1047,286,Catch #TeamCrestviewStrategy Partner @hckosovogta on @PnPCBC right now discussing cannabis legalisation after the p… https://t.co/63AmpIwKlw,catch teamcrestviewstrategy partner hckosovogta pnpcbc right discussing cannabis legalisation https
1048,472,RT @HighCanadaRocks: We are hyped as can be to be running a VERY very great #interview with celebrated @IntlCBC #keynotespeaker @henryrolli…,highcanadarocks hyped running great interview celebrated intlcbc keynotespeaker
1049,314,These #Mayors and #Governors support #Legalization efforts and are demanding the #federal government to do somethin… https://t.co/D14OQEns6M,mayors governors support legalization efforts demanding federal government https
